,Wban Number, YearMonthDay, Avg Temp
14195,24013,20030325,38
1660,3888,20030325,59
9441,14763,20030325,45
148,3026,20030325,45
2062,3940,20030325,63
1412,3859,20030325,58
4136,12815,20030325,67
19988,54728,20030325,40
1259,3822,20030325,63
4105,12812,20030325,67
2124,3947,20030325,53
6355,13833,20030325,62
9782,14794,20030325,36
2835,4111,20030325,35
1042,3810,20030325,58
11824,21510,20030325,78
24,3013,20030325,49
4043,11640,20030325,80
6417,13838,20030325,61
2402,3966,20030325,51
1443,3860,20030325,63
9751,14792,20030325,49
4786,12884,20030325,65
14995,24110,20030325,48
6107,13744,20030325,61
15057,24126,20030325,45
1350,3849,20030325,59
489,3144,20030325,70
5983,13739,20030325,53
22189,93706,20030325,59
117,3024,20030325,53
11452,14940,20030325,41
5766,13728,20030325,57
6169,13764,20030325,52
9720,14787,20030325,36
20143,54742,20030325,43
1381,3856,20030325,64
2773,4109,20030325,41
701,3170,20030325,44
5065,12916,20030325,65
6231,13781,20030325,50
1319,3847,20030325,60
2804,4110,20030325,40
14288,24018,20030325,39
16680,25308,20030325,44
16741,25323,20030325,38
241,3029,20030325,44
1228,3820,20030325,60
9081,14745,20030325,45
3547,4843,20030325,55
10832,14913,20030325,37
2866,4112,20030325,27
1567,3878,20030325,60
3640,4847,20030325,53
1197,3818,20030325,63
3516,4842,20030325,57
9503,14765,20030325,40
1629,3887,20030325,49
3857,4854,20030325,40
365,3102,20030325,66
3609,4846,20030325,49
8462,14605,20030325,36
7408,13939,20030325,65
272,3030,20030325,52
1908,3928,20030325,54
458,3131,20030325,63
1474,3868,20030325,53
3454,4840,20030325,46
1939,3932,20030325,51
86,3017,20030325,35
10801,14910,20030325,37
2185,3953,20030325,61
580,3162,20030325,54
9236,14752,20030325,45
11421,14939,20030325,49
2897,4113,20030325,51
20391,54771,20030325,49
8493,14606,20030325,37
3671,4848,20030325,54
1505,3870,20030325,61
10863,14914,20030325,35
11483,14941,20030325,48
1940,3932,20030326,53
335,3032,20030326,63
1909,3928,20030326,53
11453,14940,20030326,38
490,3144,20030326,76
2341,3963,20030326,50
2898,4113,20030326,50
20144,54742,20030326,42
366,3102,20030326,65
2774,4109,20030326,42
3022,4725,20030326,40
12073,23009,20030326,57
11422,14939,20030326,50
20113,54740,20030326,38
2403,3966,20030326,49
2836,4111,20030326,31
459,3131,20030326,64
2279,3960,20030326,50
11794,21504,20030326,77
2867,4112,20030326,23
2125,3947,20030326,53
2063,3940,20030326,59
3053,4726,20030326,44
2805,4110,20030326,38
11484,14941,20030326,49
1847,3919,20030326,55
11360,14937,20030326,46
11825,21510,20030326,77
242,3029,20030326,44
3146,4781,20030326,53
1320,3847,20030326,48
15058,24126,20030326,43
6170,13764,20030326,62
22190,93706,20030326,52
9504,14765,20030326,52
6108,13744,20030326,65
1351,3849,20030326,50
5984,13739,20030326,59
118,3024,20030326,60
702,3170,20030326,45
5767,13728,20030326,67
6232,13781,20030326,57
9721,14787,20030326,46
5066,12916,20030326,65
14996,24110,20030326,47
4787,12884,20030326,68
9752,14792,20030326,54
149,3026,20030326,53
1413,3859,20030326,47
11329,14936,20030326,45
4106,12812,20030326,72
9783,14794,20030326,44
1444,3860,20030326,53
19989,54728,20030326,38
1382,3856,20030326,55
4044,11640,20030326,81
9442,14763,20030326,43
6356,13833,20030326,63
8989,14739,20030326,55
1074,3811,20030326,53
16742,25323,20030326,38
8865,14734,20030326,56
22314,93721,20030326,59
1105,3812,20030326,57
8680,14710,20030326,51
8649,14707,20030326,45
9020,14740,20030326,51
16712,25309,20030326,36
8618,14702,20030326,54
1260,3822,20030326,68
25,3013,20030326,55
8494,14606,20030326,39
9082,14745,20030326,46
1198,3818,20030326,67
8463,14605,20030326,40
1229,3820,20030326,68
7409,13939,20030326,57
9237,14752,20030326,52
87,3017,20030326,46
16681,25308,20030326,47
6418,13838,20030326,65
1043,3810,20030326,62
1167,3816,20030326,53
14289,24018,20030326,46
4137,12815,20030326,70
1692,3889,20030326,52
3610,4846,20030326,48
1568,3878,20030326,62
20175,54743,20030326,54
11267,14933,20030326,49
581,3162,20030326,63
11205,14929,20030326,39
3548,4843,20030326,44
14134,24011,20030326,42
550,3160,20030326,60
10864,14914,20030326,38
1630,3887,20030326,49
273,3030,20030326,56
3300,4808,20030326,46
3455,4840,20030326,40
3424,4839,20030326,41
1723,3893,20030326,49
3517,4842,20030326,47
1661,3888,20030326,63
3269,4804,20030326,51
13251,23176,20030326,53
1475,3868,20030326,49
3208,4789,20030326,49
10802,14910,20030326,38
3331,4826,20030326,38
304,3031,20030326,57
1754,3894,20030326,53
14196,24013,20030326,31
3672,4848,20030326,47
20392,54771,20030326,39
3238,4803,20030326,34
11298,14935,20030326,53
3641,4847,20030326,45
2186,3953,20030326,53
10833,14913,20030326,34
3362,4836,20030326,36
1506,3870,20030326,66
3858,4854,20030326,34
551,3160,20030327,54
1693,3889,20030327,57
1199,3818,20030327,68
1941,3932,20030327,53
1168,3816,20030327,55
12074,23009,20030327,59
11795,21504,20030327,76
16713,25309,20030327,36
13252,23176,20030327,37
1106,3812,20030327,55
16743,25323,20030327,39
1848,3919,20030327,54
1075,3811,20030327,57
1755,3894,20030327,56
1724,3893,20030327,52
20114,54740,20030327,41
1662,3888,20030327,64
1044,3810,20030327,58
14290,24018,20030327,29
491,3144,20030327,71
11826,21510,20030327,78
19990,54728,20030327,0
1476,3868,20030327,53
1445,3860,20030327,53
1507,3870,20030327,62
1414,3859,20030327,46
582,3162,20030327,50
14197,24013,20030327,33
14997,24110,20030327,47
1230,3820,20030327,66
1383,3856,20030327,61
1569,3878,20030327,69
703,3170,20030327,31
2064,3940,20030327,64
1352,3849,20030327,52
1631,3887,20030327,55
15059,24126,20030327,36
1321,3847,20030327,53
1261,3822,20030327,67
2126,3947,20030327,54
14135,24011,20030327,33
16682,25308,20030327,48
1910,3928,20030327,52
2187,3953,20030327,57
336,3032,20030327,70
9238,14752,20030327,48
3456,4840,20030327,41
6419,13838,20030327,69
3425,4839,20030327,49
11206,14929,20030327,35
88,3017,20030327,32
3363,4836,20030327,35
3332,4826,20030327,36
11268,14933,20030327,52
7410,13939,20030327,61
20176,54743,20030327,49
8464,14605,20030327,44
3301,4808,20030327,53
3270,4804,20030327,50
11299,14935,20030327,43
305,3031,20030327,67
3239,4803,20030327,29
3209,4789,20030327,44
26,3013,20030327,43
3147,4781,20030327,48
11330,14936,20030327,37
9083,14745,20030327,42
3054,4726,20030327,47
8495,14606,20030327,42
3023,4725,20030327,39
11361,14937,20030327,54
274,3030,20030327,46
10865,14914,20030327,33
3518,4842,20030327,51
3549,4843,20030327,47
5768,13728,20030327,54
119,3024,20030327,51
5985,13739,20030327,52
5067,12916,20030327,70
4788,12884,20030327,66
9753,14792,20030327,47
150,3026,20030327,36
4138,12815,20030327,74
9505,14765,20030327,51
4107,12812,20030327,70
9784,14794,20030327,47
6109,13744,20030327,63
8619,14702,20030327,45
4045,11640,20030327,79
3859,4854,20030327,32
20393,54771,20030327,37
10803,14910,20030327,36
22191,93706,20030327,49
3673,4848,20030327,49
6233,13781,20030327,48
3642,4847,20030327,49
3611,4846,20030327,52
10834,14913,20030327,30
243,3029,20030327,35
9443,14763,20030327,41
6357,13833,20030327,67
6171,13764,20030327,50
2899,4113,20030327,46
9722,14787,20030327,49
2806,4110,20030327,35
22315,93721,20030327,49
2837,4111,20030327,20
367,3102,20030327,65
8990,14739,20030327,52
2404,3966,20030327,61
8650,14707,20030327,47
2342,3963,20030327,61
11423,14939,20030327,47
9021,14740,20030327,47
11485,14941,20030327,41
2868,4112,20030327,20
460,3131,20030327,62
8681,14710,20030327,46
2280,3960,20030327,57
20145,54742,20030327,39
11454,14940,20030327,40
8866,14734,20030327,52
2775,4109,20030327,41
3643,4847,20030328,56
22316,93721,20030328,46
1508,3870,20030328,63
6234,13781,20030328,49
2127,3947,20030328,42
9444,14763,20030328,44
3612,4846,20030328,52
3674,4848,20030328,58
22192,93706,20030328,51
10804,14910,20030328,36
14198,24013,20030328,27
10835,14913,20030328,29
1262,3822,20030328,69
2776,4109,20030328,47
244,3029,20030328,28
8682,14710,20030328,47
3550,4843,20030328,61
1570,3878,20030328,67
6358,13833,20030328,73
11455,14940,20030328,35
3519,4842,20030328,61
2065,3940,20030328,67
1911,3928,20030328,45
1632,3887,20030328,51
89,3017,20030328,29
583,3162,20030328,45
1322,3847,20030328,63
10866,14914,20030328,34
2405,3966,20030328,52
11796,21504,20030328,75
4139,12815,20030328,73
9754,14792,20030328,48
8867,14734,20030328,51
4789,12884,20030328,68
5986,13739,20030328,53
1415,3859,20030328,54
2281,3960,20030328,54
5068,12916,20030328,69
1353,3849,20030328,62
5769,13728,20030328,59
1384,3856,20030328,70
120,3024,20030328,40
461,3131,20030328,67
14998,24110,20030328,42
9506,14765,20030328,48
151,3026,20030328,31
704,3170,20030328,29
20394,54771,20030328,42
3860,4854,20030328,45
3457,4840,20030328,38
14291,24018,20030328,23
6172,13764,20030328,49
2343,3963,20030328,51
19991,54728,20030328,40
4046,11640,20030328,80
6110,13744,20030328,64
11486,14941,20030328,37
1446,3860,20030328,68
9785,14794,20030328,43
1076,3811,20030328,60
8991,14739,20030328,51
4108,12812,20030328,72
1477,3868,20030328,54
15060,24126,20030328,37
2188,3953,20030328,55
13253,23176,20030328,35
20177,54743,20030328,48
16744,25323,20030328,40
8496,14606,20030328,39
3302,4808,20030328,46
492,3144,20030328,63
12075,23009,20030328,42
1725,3893,20030328,53
8465,14605,20030328,41
20115,54740,20030328,44
1169,3816,20030328,58
3271,4804,20030328,64
337,3032,20030328,53
275,3030,20030328,40
9022,14740,20030328,49
1849,3919,20030328,44
368,3102,20030328,67
11300,14935,20030328,37
3055,4726,20030328,52
8651,14707,20030328,43
306,3031,20030328,44
11424,14939,20030328,41
3240,4803,20030328,27
9084,14745,20030328,43
27,3013,20030328,35
3210,4789,20030328,48
1756,3894,20030328,58
11331,14936,20030328,33
1942,3932,20030328,45
1200,3818,20030328,68
7411,13939,20030328,61
3024,4725,20030328,57
11827,21510,20030328,77
1231,3820,20030328,67
2807,4110,20030328,35
3426,4839,20030328,51
1107,3812,20030328,59
6420,13838,20030328,69
14136,24011,20030328,25
2900,4113,20030328,44
11207,14929,20030328,32
20146,54742,20030328,43
8620,14702,20030328,47
16683,25308,20030328,46
3364,4836,20030328,33
16714,25309,20030328,41
11269,14933,20030328,36
3148,4781,20030328,47
2838,4111,20030328,21
2869,4112,20030328,15
1663,3888,20030328,66
9239,14752,20030328,49
552,3160,20030328,51
1694,3889,20030328,67
1045,3810,20030328,61
3333,4826,20030328,33
11362,14937,20030328,43
9723,14787,20030328,45
16715,25309,20030329,40
8868,14734,20030329,63
1170,3816,20030329,43
5770,13728,20030329,69
8497,14606,20030329,46
1354,3849,20030329,53
5987,13739,20030329,65
9023,14740,20030329,59
9507,14765,20030329,56
1232,3820,20030329,70
705,3170,20030329,36
90,3017,20030329,29
6421,13838,20030329,57
6359,13833,20030329,57
9240,14752,20030329,59
6235,13781,20030329,62
8683,14710,20030329,57
16684,25308,20030329,48
1263,3822,20030329,72
1108,3812,20030329,54
9445,14763,20030329,53
22193,93706,20030329,58
9085,14745,20030329,54
7412,13939,20030329,48
8992,14739,20030329,58
1046,3810,20030329,61
1323,3847,20030329,49
1201,3818,20030329,63
1077,3811,20030329,45
6173,13764,20030329,64
15061,24126,20030329,38
8652,14707,20030329,51
8466,14605,20030329,46
6111,13744,20030329,73
28,3013,20030329,35
16745,25323,20030329,41
8621,14702,20030329,58
22317,93721,20030329,61
1385,3856,20030329,53
12076,23009,20030329,40
338,3032,20030329,48
1850,3919,20030329,37
3056,4726,20030329,49
11332,14936,20030329,31
3149,4781,20030329,57
1757,3894,20030329,46
307,3031,20030329,45
11301,14935,20030329,32
3241,4803,20030329,18
13254,23176,20030329,34
3272,4804,20030329,43
1726,3893,20030329,40
3303,4808,20030329,32
20178,54743,20030329,62
11270,14933,20030329,37
9724,14787,20030329,50
3334,4826,20030329,29
553,3160,20030329,54
3025,4725,20030329,48
11363,14937,20030329,33
2901,4113,20030329,54
2870,4112,20030329,22
462,3131,20030329,65
2282,3960,20030329,40
11797,21504,20030329,74
11487,14941,20030329,34
2344,3963,20030329,37
2128,3947,20030329,37
2406,3966,20030329,38
369,3102,20030329,68
2777,4109,20030329,48
1664,3888,20030329,56
11456,14940,20030329,33
2808,4110,20030329,41
2839,4111,20030329,27
11828,21510,20030329,76
20147,54742,20030329,51
493,3144,20030329,63
1943,3932,20030329,41
11425,14939,20030329,34
20116,54740,20030329,49
1912,3928,20030329,37
2066,3940,20030329,49
3365,4836,20030329,44
1695,3889,20030329,51
1478,3868,20030329,39
584,3162,20030329,44
2189,3953,20030329,44
1509,3870,20030329,65
3644,4847,20030329,36
10805,14910,20030329,32
4140,12815,20030329,74
11208,14929,20030329,30
19992,54728,20030329,54
3675,4848,20030329,38
1416,3859,20030329,49
152,3026,20030329,32
20395,54771,20030329,49
4109,12812,20030329,74
1447,3860,20030329,53
14292,24018,20030329,26
9786,14794,20030329,50
3861,4854,20030329,27
14199,24013,20030329,29
3613,4846,20030329,34
10836,14913,20030329,30
14137,24011,20030329,29
121,3024,20030329,39
3427,4839,20030329,32
276,3030,20030329,39
3458,4840,20030329,28
1633,3887,20030329,37
10867,14914,20030329,30
9755,14792,20030329,61
3520,4842,20030329,43
3551,4843,20030329,47
5069,12916,20030329,58
14999,24110,20030329,53
245,3029,20030329,30
4790,12884,20030329,60
1571,3878,20030329,56
4047,11640,20030329,81
370,3102,20030330,69
463,3131,20030330,69
122,3024,20030330,47
153,3026,20030330,40
22318,93721,20030330,43
277,3030,20030330,46
494,3144,20030330,64
554,3160,20030330,59
20179,54743,20030330,44
1047,3810,20030330,42
91,3017,20030330,42
246,3029,20030330,39
29,3013,20030330,43
20148,54742,20030330,35
308,3031,20030330,49
19993,54728,20030330,35
339,3032,20030330,52
706,3170,20030330,45
20117,54740,20030330,38
16746,25323,20030330,42
20396,54771,20030330,34
22194,93706,20030330,37
585,3162,20030330,51
8869,14734,20030330,47
4110,12812,20030330,66
9756,14792,20030330,42
2809,4110,20030330,50
4791,12884,20030330,53
2778,4109,20030330,55
11457,14940,20030330,33
2407,3966,20030330,38
5070,12916,20030330,52
2345,3963,20030330,37
11488,14941,20030330,38
9725,14787,20030330,45
2283,3960,20030330,39
5771,13728,20030330,45
2190,3953,20030330,44
11798,21504,20030330,75
5988,13739,20030330,46
2129,3947,20030330,40
10868,14914,20030330,36
11829,21510,20030330,76
9508,14765,20030330,45
6112,13744,20030330,52
1944,3932,20030330,45
6174,13764,20030330,46
1913,3928,20030330,41
12077,23009,20030330,47
1851,3919,20030330,42
2840,4111,20030330,39
4141,12815,20030330,65
11426,14939,20030330,37
2871,4112,20030330,33
3459,4840,20030330,32
3552,4843,20030330,29
3428,4839,20030330,29
11209,14929,20030330,36
10837,14913,20030330,28
3366,4836,20030330,33
3614,4846,20030330,33
3335,4826,20030330,30
3645,4847,20030330,32
11271,14933,20030330,36
3304,4808,20030330,34
3273,4804,20030330,31
9446,14763,20030330,35
10806,14910,20030330,32
11302,14935,20030330,39
3676,4848,20030330,32
3211,4789,20030330,52
3862,4854,20030330,20
3150,4781,20030330,45
11333,14936,20030330,37
4048,11640,20030330,80
3057,4726,20030330,27
3026,4725,20030330,29
11364,14937,20030330,34
9787,14794,20030330,44
2902,4113,20030330,59
3242,4803,20030330,24
1758,3894,20030330,38
2067,3940,20030330,44
6236,13781,20030330,44
14293,24018,20030330,39
1448,3860,20030330,35
9086,14745,20030330,41
1417,3859,20030330,28
8498,14606,20030330,41
1386,3856,20030330,39
8622,14702,20030330,43
1355,3849,20030330,36
1324,3847,20030330,34
15062,24126,20030330,45
1479,3868,20030330,35
9024,14740,20030330,41
1264,3822,20030330,55
1233,3820,20030330,51
16685,25308,20030330,45
8684,14710,20030330,43
1202,3818,20030330,51
1171,3816,20030330,39
16716,25309,20030330,40
8993,14739,20030330,45
1078,3811,20030330,41
1109,3812,20030330,35
8653,14707,20030330,44
8467,14605,20030330,41
15000,24110,20030330,57
3521,4842,20030330,28
1665,3888,20030330,44
1510,3870,20030330,45
1727,3893,20030330,35
6422,13838,20030330,51
7413,13939,20030330,45
6360,13833,20030330,46
1696,3889,20030330,34
1634,3887,20030330,37
14200,24013,20030330,43
13255,23176,20030330,41
14138,24011,20030330,40
1572,3878,20030330,47
9241,14752,20030330,43
3646,4847,20030331,35
10807,14910,20030331,52
8654,14707,20030331,36
6113,13744,20030331,44
8685,14710,20030331,32
8870,14734,20030331,38
3615,4846,20030331,41
8994,14739,20030331,35
92,3017,20030331,54
10838,14913,20030331,33
3553,4843,20030331,27
6175,13764,20030331,38
22319,93721,20030331,37
9447,14763,20030331,27
247,3029,20030331,43
3522,4842,20030331,31
6237,13781,20030331,37
3677,4848,20030331,36
5071,12916,20030331,52
9025,14740,20030331,34
7414,13939,20030331,50
30,3013,20030331,53
123,3024,20030331,61
4792,12884,20030331,51
9726,14787,20030331,35
6423,13838,20030331,47
8468,14605,20030331,27
9087,14745,20030331,28
9757,14792,20030331,34
4142,12815,20030331,53
6361,13833,20030331,48
22195,93706,20030331,33
4049,11640,20030331,80
154,3026,20030331,54
8499,14606,20030331,29
5772,13728,20030331,39
9242,14752,20030331,35
9788,14794,20030331,35
5989,13739,20030331,39
8623,14702,20030331,33
20397,54771,20030331,23
3863,4854,20030331,23
4111,12812,20030331,55
9509,14765,20030331,36
1079,3811,20030331,45
3460,4840,20030331,34
586,3162,20030331,57
1511,3870,20030331,42
14201,24013,20030331,53
1573,3878,20030331,45
1635,3887,20030331,44
14139,24011,20030331,57
555,3160,20030331,61
1480,3868,20030331,42
1666,3888,20030331,44
13256,23176,20030331,49
1728,3893,20030331,40
495,3144,20030331,70
1759,3894,20030331,43
1852,3919,20030331,59
12078,23009,20030331,58
1914,3928,20030331,56
1697,3889,20030331,37
20118,54740,20030331,28
19994,54728,20030331,19
1449,3860,20030331,40
1110,3812,20030331,37
10869,14914,20030331,54
16717,25309,20030331,31
16747,25323,20030331,32
1172,3816,20030331,45
1048,3810,20030331,39
1203,3818,20030331,47
14294,24018,20030331,52
16686,25308,20030331,40
1265,3822,20030331,47
15063,24126,20030331,55
707,3170,20030331,53
1325,3847,20030331,38
1387,3856,20030331,43
15001,24110,20030331,54
1418,3859,20030331,28
1234,3820,20030331,45
1945,3932,20030331,60
1356,3849,20030331,38
2068,3940,20030331,48
3058,4726,20030331,23
11334,14936,20030331,58
3151,4781,20030331,38
309,3031,20030331,61
3212,4789,20030331,33
11303,14935,20030331,60
3243,4803,20030331,28
3027,4725,20030331,23
11272,14933,20030331,54
20180,54743,20030331,36
3336,4826,20030331,35
3367,4836,20030331,21
11210,14929,20030331,56
11830,21510,20030331,78
3429,4839,20030331,36
278,3030,20030331,58
3305,4808,20030331,40
340,3032,20030331,59
3274,4804,20030331,35
2903,4113,20030331,56
464,3131,20030331,68
2130,3947,20030331,58
11365,14937,20030331,42
2191,3953,20030331,48
2284,3960,20030331,48
11489,14941,20030331,57
2346,3963,20030331,49
11799,21504,20030331,77
2408,3966,20030331,47
371,3102,20030331,71
2779,4109,20030331,49
2810,4110,20030331,53
2841,4111,20030331,46
20149,54742,20030331,22
11458,14940,20030331,42
